Model,Image_Index,File_Name,Method,Initial_Sum(R_out),Final_Sum(R_in),Absolute_Error,RCE_Value,RCE_Percentage(%),Leakage_Percentage(%),Propagation_Continuity,Inference_Time(s)
DeiT-Tiny,459,n02840245_10033_binder.jpg,TFRP Framework (z+),3.5785444,3.5069008,0.07164359,0.020020317,2.0020318,2.0020318031311035,0.9799796938896179,0.3215799331665039
DeiT-Tiny,460,n07693725_10869_bagel.jpg,Conventional LRP (z+),7.869122,4.2217836,3.6473384,0.46350005,46.350006,46.35,0.5364999771118164,0.0
DeiT-Tiny,460,n07693725_10869_bagel.jpg,TFRP Framework (z+),7.869122,7.7767487,0.09237337,0.011738714,1.1738714,1.173871397972107,0.9882612824440002,0.3213012218475342
DeiT-Tiny,461,n03814639_6968_neck_brace.jpg,Conventional LRP (z+),21.28067,11.417079,9.863591,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,461,n03814639_6968_neck_brace.jpg,TFRP Framework (z+),21.28067,21.2956,0.014930725,0.0007016097,0.07016097,-0.07015199959278107,1.000701665878296,0.3254666328430176
DeiT-Tiny,462,n02992211_14789_cello.jpg,Conventional LRP (z+),25.154425,13.495348,11.659077,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,462,n02992211_14789_cello.jpg,TFRP Framework (z+),25.154425,25.325039,0.17061424,0.0067826733,0.67826736,-0.6782673597335815,1.0067826509475708,0.3227236270904541
DeiT-Tiny,463,n03950228_11894_pitcher.jpg,Conventional LRP (z+),8.7771,4.708914,4.068186,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,463,n03950228_11894_pitcher.jpg,TFRP Framework (z+),8.7771,8.731445,0.045654297,0.005201524,0.5201524,0.5201523900032043,0.994798481464386,0.3174777030944824
DeiT-Tiny,464,n07697100_9282_hamburger.jpg,Conventional LRP (z+),12.425101,6.6660666,5.7590346,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,464,n07697100_9282_hamburger.jpg,TFRP Framework (z+),12.425101,13.72876,1.3036585,0.104921356,10.492136,-10.492136001586914,1.1049213409423828,0.32101893424987793
DeiT-Tiny,465,n02129165_10881_lion.jpg,Conventional LRP (z+),4.786752,2.5680923,2.2186599,0.46350005,46.350006,46.35,0.5364999771118164,0.0
DeiT-Tiny,465,n02129165_10881_lion.jpg,TFRP Framework (z+),4.786752,4.798828,0.012075901,0.0025227754,0.25227755,-0.25227755308151245,1.0025228261947632,0.3214108943939209
DeiT-Tiny,466,n04070727_10616_refrigerator.jpg,Conventional LRP (z+),2.564352,1.3757749,1.1885772,0.4635,46.35,46.35,0.5364999771118164,0.0
DeiT-Tiny,466,n04070727_10616_refrigerator.jpg,TFRP Framework (z+),2.564352,2.5851898,0.020837784,0.008125945,0.8125945,-0.812622606754303,1.008125901222229,0.3291316032409668
DeiT-Tiny,467,n04252077_1184_snowmobile.jpg,Conventional LRP (z+),8.874195,4.7610054,4.1131897,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,467,n04252077_1184_snowmobile.jpg,TFRP Framework (z+),8.874195,8.733398,0.14079666,0.015865851,1.5865852,1.5865851640701294,0.9841341376304626,0.31873536109924316
DeiT-Tiny,468,n03942813_8442_ping-pong_ball.jpg,Conventional LRP (z+),4.227164,2.2678733,1.9592905,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,468,n03942813_8442_ping-pong_ball.jpg,TFRP Framework (z+),4.227164,4.234253,0.007089138,0.0016770436,0.16770436,-0.1677156686782837,1.0016770362854004,0.32475876808166504
DeiT-Tiny,469,n04540053_3263_volleyball.jpg,Conventional LRP (z+),13.911706,7.4636297,6.4480762,0.46350005,46.350006,46.35,0.5364999771118164,0.0
DeiT-Tiny,469,n04540053_3263_volleyball.jpg,TFRP Framework (z+),13.911706,13.905304,0.0064020157,0.00046018913,0.046018913,0.04601205885410309,0.9995397925376892,0.3377566337585449
DeiT-Tiny,470,n07615774_3856_popsicle.jpg,Conventional LRP (z+),12.824048,6.8801017,5.9439464,0.4635,46.35,46.35,0.5364999771118164,0.0
DeiT-Tiny,470,n07615774_3856_popsicle.jpg,TFRP Framework (z+),12.824048,13.073242,0.24919415,0.019431785,1.9431784,-1.9431707859039307,1.0194318294525146,0.3205373287200928
